ID,Name,DOB,Gender,Occupation,Arrest_Count
2884,Ekapad Mallick,2006-01-20,Male,Mason,1
2885,Peter Brar,1975-09-07,Male,Electrician,0
2886,Nihal Dugar,1995-01-20,Male,Private Employee,0
2887,Lakshit Setty,2003-06-18,Male,Private Employee,1
2888,Nakul Barad,1990-01-14,Male,Tailor,9
2889,Nathan Gupta,1998-07-13,Male,Unknown,11
2890,Aayush Korpal,1969-11-11,Male,Auto Driver,1
2891,Imaran Hayre,1978-08-07,Male,Labourer,1
2892,Forum Sundaram,1973-04-12,Female,Auto Driver,5
2893,Lohit Deep,1974-01-22,Male,Business,1
2894,Hredhaan Aggarwal,1990-02-07,Male,Student,1
2895,Yatan Joshi,1972-09-01,Male,Security Guard,8
2896,Shaurya Lall,2002-04-15,Male,Mason,0
2897,Jacob Palla,1993-07-01,Male,Driver,0
2898,Mason Kata,1980-06-04,Male,Mason,0
2899,Yash Ramanathan,2001-03-25,Male,Shopkeeper,1
2900,Wridesh Merchant,1967-02-12,Male,Labourer,1
2901,Daksh Mani,1989-02-06,Male,Unemployed,1
2902,Nicholas Kota,2005-08-16,Male,Farmer,1
2903,Dalbir Goda,1992-03-04,Male,Security Guard,1
2904,Dakshesh Palan,2007-12-23,Male,Student,1
2905,Eesha Sule,1993-11-01,Female,Driver,1
2906,Kamya Balakrishnan,1980-05-06,Female,Unknown,1
2907,Zehaan Kale,1988-05-18,Male,Electrician,0
2908,Ojasvi Lal,2006-06-24,Female,Electrician,1
2909,Samesh Raman,1990-08-15,Male,Private Employee,0
2910,Ryan Lad,1964-04-06,Male,Student,1
2911,Xavier Kanda,1983-09-03,Male,Private Employee,0
2912,Mitesh Sem,1988-06-07,Male,Vendor,1
2913,Fiyaz Wason,1974-07-31,Male,Driver,0
2914,Nitesh Dayal,2001-09-18,Male,Security Guard,1
2915,Advaith Raghavan,1966-09-09,Male,Electrician,0
2916,Qushi Bhatnagar,2005-02-11,Female,Cook,0
2917,Henry Pathak,1996-12-26,Male,Vendor,11
2918,Gaurangi Wason,1987-06-18,Female,Farmer,0
2919,Maanav Edwin,1985-12-27,Male,Business,0
2920,Samuel Kale,1998-03-05,Male,Daily Wage Worker,0
2921,Abha Banik,1961-11-28,Female,Painter,0
2922,Zashil Rao,1993-07-18,Male,Business,0
2923,Farhan Mandal,1981-01-22,Male,Unemployed,1
2924,Ishwar Kota,1962-11-05,Male,Painter,0
2925,David Purohit,2005-02-19,Male,Unemployed,0
2926,Dominic Madan,1966-04-29,Male,Daily Wage Worker,5
2927,Balhaar Thaman,2008-06-02,Male,Painter,1
2928,Advaith Aurora,1997-05-29,Male,Private Employee,5
2929,Champak Raman,1973-10-07,Male,Private Employee,1
2930,Neel Sandal,1995-05-31,Male,Electrician,1
2931,Matthew Mahal,1991-10-11,Male,Security Guard,0
2932,Chandresh Lalla,2005-03-11,Male,Private Employee,1
2933,Raghav Manne,1989-10-11,Male,Security Guard,0
2934,Indrajit Ray,1998-09-21,Male,Daily Wage Worker,0
2935,Wyatt Mane,2008-05-18,Male,Tailor,0
2936,Rayaan Badal,1994-05-15,Male,Cook,1
2937,Quincy Chokshi,1991-04-29,Male,Electrician,0
2938,Advik Ranganathan,1976-05-05,Male,Unknown,1
2939,Qasim Sood,1998-11-14,Male,Painter,0
2940,Nachiket Natarajan,1970-05-01,Male,Business,1
2941,Girish Gara,1974-09-05,Other,Mason,0
2942,Jeet Chacko,1970-03-01,Male,Farmer,5
2943,Warjas Virk,1999-02-08,Male,Farmer,0
2944,Bhanumati Tak,1977-09-12,Female,Mason,1
2945,Nachiket Nazareth,1970-10-18,Male,Painter,1
2946,Naveen Ray,1960-12-04,Male,Vendor,1
2947,Henry Suresh,1997-09-03,Male,Tailor,1
2948,Naksh Keer,1982-06-13,Male,Electrician,1
2949,Wyatt Varkey,1998-04-20,Male,Student,0
2950,Charles Sandal,2008-02-18,Male,Private Employee,0
2951,Raghav Datta,1961-06-22,Male,Farmer,1
2952,Yoshita Dara,1971-11-09,Female,Painter,0
2953,Theodore Comar,1963-03-16,Male,Shopkeeper,0
2954,Yug Garde,2003-02-27,Male,Painter,1
2955,Ekaraj Sahota,1987-09-23,Male,Student,1
2956,Manbir Dalal,1990-03-07,Male,Vendor,11
2957,Lopa Virk,1982-06-26,Female,Mason,0
2958,Gayathri Dhaliwal,1980-04-17,Female,Student,0
2959,Quincy Venkataraman,2001-09-07,Male,Mechanic,1
2960,Warinder Shere,1974-11-17,Male,Labourer,1
2961,Ekansh Gala,1996-03-25,Male,Electrician,0
2962,Aashi Nadkarni,1988-11-16,Female,Cook,1
2963,Falguni Singhal,1965-02-09,Female,Student,0
2964,Nachiket Guha,1974-02-08,Male,Unemployed,1
2965,Vasudha Narayanan,1966-12-29,Female,Security Guard,0
2966,Vivaan Dugar,1965-02-02,Male,Daily Wage Worker,0
2967,Isaiah Pai,2003-05-04,Male,Tailor,1
2968,Gopal Maharaj,1979-11-20,Male,Unemployed,1
2969,Niharika Pillai,2003-01-17,Female,Unemployed,1
2970,Joshua Jain,1965-10-26,Male,Farmer,6
2971,Charan Kalita,1979-08-08,Male,Unknown,0
2972,Karan Chaudry,1969-03-03,Male,Vendor,1
2973,Noah Malhotra,2002-06-16,Male,Auto Driver,0
2974,Henry Ganguly,1960-09-23,Male,Private Employee,0
2975,Hritik Chand,2002-05-24,Male,Security Guard,1
2976,Ekbal Gala,1992-11-25,Male,Electrician,1
2977,Neel Brahmbhatt,1964-02-06,Male,Unknown,0
2978,Thomas Sandal,2005-10-15,Male,Shopkeeper,0
2979,Nihal Mittal,1994-08-06,Male,Vendor,1
2980,Jai Ramaswamy,1986-03-23,Male,Student,1
2981,Warjas Pant,1981-10-05,Male,Electrician,0
2982,Balveer Kala,1971-11-07,Male,Shopkeeper,6
2983,Eshana Sarkar,1998-09-08,Female,Daily Wage Worker,0
2984,Wishi Krishna,2007-03-09,Female,Unknown,0
2985,Teerth Pall,1972-08-29,Male,Cook,1
2986,Qadim Shukla,2006-02-21,Male,Student,0
2987,Simon Kala,2002-07-13,Male,Cook,1
2988,Rayaan Prasad,1972-09-23,Male,Security Guard,1
2989,Guneet Sathe,1985-02-10,Male,Mason,3
2990,Aarnav Mukherjee,1982-11-24,Male,Business,0
2991,Qarin Kulkarni,1994-10-05,Male,Farmer,1
2992,Laban Bandi,2004-08-03,Male,Unknown,0
2993,Wakeeta Rao,1963-07-15,Female,Cook,0
2994,Laksh Bhandari,1999-06-26,Male,Unemployed,0
2995,Vrishti Sha,1993-11-29,Female,Cook,10
2996,Vritti Chawla,1963-02-23,Female,Tailor,0
2997,Akshay Dua,1972-08-02,Male,Cook,1
2998,Benjamin Saini,1968-09-03,Male,Student,0
2999,Tristan Bhatia,1981-12-06,Male,Electrician,1
3000,Liam Hari,2005-02-15,Male,Driver,0
